Judul,Isi Berita,Link,Kategori
"Pegawai Bapenda Tangerang Tipu-tipu Modus Beri Kerja di Samsat, Korbannya Sipil hingga Polisi","Tangerang Selatan - Polisi mencokok HW (49), seorang pegawai Bapenda Tangerang Selatan. HW ditangkap karena buntut menipu dengan modus lowongan kerja hingga buat korbannya rugi ratusan juta rupiah.
Pelaku HW menjanjikan anak dari korban berinisial HA (63) mendapat kerjaan. HA dikenalkan kepada pelaku yang merupakan pegawai Bapenda Tangsel oleh SA. Adapun HW menjanjikan anak korban bisa bekerja di kantor Samsat dengan membayar uang Rp150 juta.
""Syarat harus membayar sebesar Rp150 juta. Namun, korban hanya menyanggupi sebesar Rp125 juta yang kemudian dibayarkan secara cash atau tunai dengan bukti kwitansi,"" kata Kapolsek Pondok Aren, Komisaris Polisi Bambang Askar Sodiq kepada wartawan, Senin 20 November 2023.
Setelah itu, korban dan anaknya dibawa ke kantor Samsat dan dikenalkan dengan terduga pelaku lain, seorang wanita berinisial HE guna menyerahkan berkas lamaran. Namun, sampai sekarang sang anak belum juga bekerja.
Korban lantas melapor ke polisi. Terlapor dua kali mangkir panggilan sehingga akhirnya dijemput paksa di Majalengka, kemarin.
""Panggilan ketiga kita sertakan surat perintah membawa dan surat perintah penangkapan. Tersangka kita amankan di daerah Majalengka,"" kata dia.
Lebih lanjut dia mengatakan, pihaknya masih memburu wanita berinisial HE dan pria SA yang diduga bersekongkol dengan HW. Ternyata dalam pengusutan, ada seorang anggota polisi juga yang jadi korban penipuan pelaku. HW ditetapkan jadi tersangka dan ditahan di Polsek Pondok Aren.
""Sebagai tindak lanjut, tim sedang melakukan pencarian pelaku lainnya, Saudari HE dan Saudara SA. Mendapat laporan adanya korban lain, yakni polisi atas nama Aiptu T yang dinas di Polda Metro Jaya di bagian SIM dengan kerugian Rp80 juta. Jadi kemungkinan masih banyak korban akibat ulah tersangka,"" ujar Askar.",https://www.viva.co.id/berita/kriminal/1659322-pegawai-bapenda-tangerang-tipu-tipu-modus-beri-kerja-di-samsat-korbannya-sipil-hingga-polisi?page=all,kriminal
Firli Bahuri Resmi Jadi Tersangka Kasus Pemerasan SYL,"Jakarta – Polda Metro Jaya menetapkan Ketua Komisi Pemberantasan Korupsi, Firli Bahuri jadi tersangka kasus dugaan pemerasan terhadap eks Menteri Pertanian, Syahrul Yasin Limpo dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021.
""Menetapkan Saudara FB, selaku Ketua KPK RI sebagai tersangka,"" kata Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Rabu 22 November 2023.
Untuk diketahui, Polda Metro Jaya menaikkan status kasus dugaan pemerasan yang dilakukan pimpinan Komisi Pemberantasan Korupsi (KPK) dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021 ke penyidikan.
""Selanjutnya direkomendasikan untuk dinaikkan status dari penyelidikan ke tahap penyidikan,"" ujar Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Sabtu 7 Oktober 2023.
Firli Bahuri membantah
Dugaan pimpinan KPK yang melakukan pemerasan terhadap SYL dispekulasikan mengarah ke Firli Bahuri. Apalagi sempat beredar foto Firli dengan SYL di sebuah lapangan bulu tangkis.
Firli pun menjelaskan beredarnya foto pertemuan dirinya dengan SYL yang membuat publik geger. Foto tersebut beredar, setelah KPK menyelidiki kasus dugaan korupsi di Kementan era SYL.
Sementara, ada upaya laporan dugaan pemerasan oleh pimpinan KPK di Polda Metro Jaya. Adapun SYL sudah diperiksa Polda Metro Jaya, beberapa hari lalu.
Firli jelaskan, kalau pertemuan tersebut dilakukan sebelum dugaan korupsi di Kementerian Pertanian (Kementan) terjadi. Dia menyebut, pertemuan itu dilakukan pada Maret 2022, setahun lalu.
""Pertemuan di lapangan bulutangkis antara saya dengan Menteri Pertanian saat itu, saudara Syahrul Yasin Limpo, terjadi sebelum periode tersebut, tepatnya yaitu sekitar pada tanggal 2 Maret 2022. Dan itupun beramai-ramai di tempat terbuka,"" ujar Firli dalam keterangannya, Senin 9 Oktober 2023.",https://www.viva.co.id/berita/nasional/1660262-firli-bahuri-resmi-jadi-tersangka-kasus-pemerasan-syl?page=all,kriminal
"Jadi Tersangka Pemerasan, Firli Bahuri Terancam Penjara Seumur Hidup!","Jakarta - Ketua Komisi Pemberantasan Korupsi (KPK), Firli Bahuri terancam pidana penjara seumur hidup buntut ditetapkan jadi tersangka kasus dugaan pemerasan atau penerimaan gratifikasi dalam penanganan korupsi Kementerian Pertanian (Kementan) 2021.
Firli bakal dikenakan Pasal 12e atau Pasal 12B atau Pasal 11 UU 31/1999 yang telah diubah dengan UU 20/2001 tentang perubahan atas UU 31/1999 tentang pemberantasan tindak pidana korupsi Juncto Pasal 65 KUHP.
Dalam rentetan pasal berlapis itu, Firli terancam hukuman paling berat penjara seumur hidup sebagaimana Pasal 12B Ayat 1 terkait penerimaan gratifikasi yang dilakukan bagi pegawai negeri atau penyelenggara negara. Hal itu diungkap Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak.
“Sebagaimana yang dimaksud Ayat 1, dipidana seumur hidup atau pidana penjara paling singkat empat tahun dan paling lama 20 tahun. Dan pidana denda paling sedikit Rp200 juta dan paling banyak Rp1 miliar,” kata dia kepada wartawan, Kamis 23 November 2023.
Ade menegaskan penetapan Firli jadi tersangka sesudah penyidik menemukan bukti yang cukup. Mantan Kapolres Kota Solo ini mengatakan, sedikitnya ada 91 orang telah diperiksa sebagai saksi kasus dugaan pemerasan ke eks Menteri Pertanian Syahrul Yasin Limpo (SYL) itu.
“Menetapkan saudara FB selaku ketua KPK RI sebagai tersangka dalam perkara dugaan tindak pidana korupsi berupa pemerasan atau penerimaan gratifikasi,” katanya.
Untuk diketahui, Polda Metro Jaya menaikkan status kasus dugaan pemerasan yang dilakukan pimpinan Komisi Pemberantasan Korupsi (KPK) dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021 ke penyidikan.
""Selanjutnya direkomendasikan untuk dinaikkan status dari penyelidikan ke tahap penyidikan,"" ujar Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Sabtu 7 Oktober 2023.",https://www.viva.co.id/berita/nasional/1660272-jadi-tersangka-pemerasan-firli-bahuri-terancam-penjara-seumur-hidup?page=all,kriminal
Kronologi Lengkap Kasus Mutilasi Mahasiswa UMY,"Yogyakarta – Dua terdakwa kasus mutilasi terhadap mahasiswa Universitas Muhammadiyah Yogyakarta (UMY) Redho Tri Agustian menjalani sidang perdana di Pengadilan Negeri (PN) Sleman, Daerah Istimewa Yogyakarta, Rabu 22 November 2023.
Dua terdakwa dalam kasus mutilasi ini adalah Waliyin (29) dan Ridduan (38). Keduanya menjalani sidang perdana yang digelar dengan dipimpin majelis hakim Cahyono dan didampingi dua hakim anggota yaitu Edy Antonno dan Hernawan.
Sementara Jaksa Penuntun Umum (JPU) yaitu Hanifah dan Evita Christin Pranatasari. JPU dalam sidang perdana ini membacakan surat dakwaan kepada dua terdakwa.
Dalam surat dakwaan itu terungkap kronologi lengkap dari kasus mutilasi terhadap korban Redho. Termasuk tentang aktivitas seksual menyimpang yang terjadi di dalamnya.
Evita mengatakan kasus mutilasi terhadap korban Redho ini berawal pada Minggu 9 Juli 2023 terdakwa dua yaitu Ridduan mendapatkan pesan di grup Facebook. Grup ini beranggotakan orang-orang yang memiliki penyimpangan seksual Bondage Dominance Sadism and Masochism (BDSM).
""Terdakwa dua (Ridduan) menghubungi terdakwa satu (Waliyin) yang berada di grup yang sama setelah mendapatkan pesan dari grup. Terdakwa satu menyetujui permainannya dilakukan di kosnya Krapyak, Triharjo, Sleman,"" kata Evita.
Kemudian pada Senin 10 Juli 2023 pukul 07.00 WIB terdakwa dua Ridduan pun berangkat ke Yogyakarta. Terdakwa dua Ridduan berangkat dengan memakai kereta api jurusan Jakarta-Yogyakarta.
Setibanya di Yogyakarta pukul 15.00 WIB, terdakwa dua Ruddian kemudian dijemput oleh terdakwa satu Waliyin. Berboncengan sepeda motor, keduanya kemudian berangkat menuju ke kos yang ditinggali terdakwa satu Waliyin di daerah Krapyak, Kabupaten Sleman, DIY.

Terdakwa satu Waliyin kemudian pada Senin 11 Juli 2023 menjemput korban Redho di tempat kosnya di Tamantirto, Kecamatan Kasihan, Kabupaten Bantul, DIY. Terdakwa satu Waliyin menjemput korban sekitar pukul 23.00 WIB.

Terdakwa satu Waliyin dan korban Redho kemudian berboncengan sepeda motor menuju kos di Krapyak, Kabupaten Sleman. Di kos milik terdakwa satu Waliyin ini sudah menunggu terdakwa dua Ruddian.

""Terdakwa dua (Ruddian) sudah menunggu di kos. Kemudian terdakwa satu (Waliyin) keluar meninggalkan kos. Terdakwa dua (Ruddian) dan korban masuk ke kamar tengah,"" ungkap Evita.
Terdakwa dua Ruddian dan korban Redho kemudian melakukan aktivitas seksual. Terdakwa dua Ruddian mengikat korban Redho dibagian tangan dan kaki demi memuaskan hasrat seksualnya.
Kemudian dia mengikat tangan dan kaki korban dengan memakai tali berwarna putih. Tak hanya itu, mulut korban Redho juga ditutup terdakwa dua Ruddian dengan lakban.
Usai mengikat korban Redho, terdakwa dua Ruddian memukuli korban di bagian perut dan dada dengan tangan kosong selama 15 menit. Setelah mengetahui korbannya kesakitan, terdakwa dua Ruddian beristirahat sejenak.
Usai beristirahat terdakwa dua Ruddian kembali memukuli korban Redho hingga terjatuh tak berdaya. Melihat korban Redho tak berdaya, terdakwa dua Ruddian kemudian menelpon terdakwa satu Waliyin untuk kembali ke kamar kos.
Saat itu kedua terdakwa sempat mengecek kondisi korban Redho di bagian leher dan masih merasakan ada detak nadi. ""Terdakwa satu Waliyin kemudian mengajak terdakwa dua Ruddian untuk membunuh korban,"" ucap Evita.
Usai membunuh korban, kedua terdakwa kemudian memutilasi tubuh korban. Tubuh korban kemudian dibuang kedua terdakwa ke beberapa lokasi. Kedua terdakwa untuk menghilangkan sidik jari dan jejak korban, sempat merebus beberapa bagian tubuh korban.
Usai membuang potongan tubuh korban, terdakwa dua Ridduan kemudian pulang ke Jakarta dengan menggunakan kereta api.
Evita dalam dakwaan primairnya mendakwa kedua terdakwa dengan Pasal 340 KUHP juncto Pasal 55 ayat 1 KUHP subsider Pasal 338 KUHP jo Pasal 351 ayat 1 ke 1 KUHP serta Pasal 351 ayat 3 KUHP jo Pasal 55 ayat (1) ke 1 KUHP tentang pembunuhan berencana dengan ancaman hukuman mati.
Usai JPU membacakan dakwaannya, Ketua Majelis Hakim Cahyono menanyakan apakah kedua terdakwa akan melakukan eksepsi. Kedua terdakwa usai berdiskusi dengan penasehat hukumnya kemudian memutuskan tidak melakukan eksepsi.",https://www.viva.co.id/berita/kriminal/1660261-kronologi-lengkap-kasus-mutilasi-mahasiswa-umy?page=all,kriminal
"Firli Bahuri Ditetapkan Tersangka, Eks Pegawai KPK: Alhamdulillah","Jakarta – Ketua wadah pegawai KPK Yudi Purnomo Harahap langsung memberikan sebuah respons usai Polda Metro Jaya resmi menetapkan Ketua KPK Firli Bahuri sebagai tersangka dugaan pemerasan ke Syahrul Yasin Limpo.
""Alhamdulillah, akhirnya, masa depan pemberantasan korupsi setidaknya akan ada harapan cerah, terima kasih polda metro jaya atas kerja keras dan profesional membersihkan KPK dari unsur korupsi,"" ujar Yudi daat dikonfirmasi wartawan, Kamis 23 November 2023 dinihari.
Yudi menuturkan kalau status Firli Bahuri bisa menjadi nonaktif usai resmi jadi tersangka. Dia pun berharap kalau Firli Bahuri bisa mundur sebagai ketua KPK.
""Oleh karena itu sebaiknya Firli mundur daripada jadi beban KPK,"" tegasnya.
Sebelumnya diberitakan, Polda Metro Jaya menetapkan Ketua Komisi Pemberantasan Korupsi, Firli Bahuri jadi tersangka kasus dugaan pemerasan terhadap eks Menteri Pertanian, Syahrul Yasin Limpo dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021.
""Menetapkan Saudara FB, selaku Ketua KPK RI sebagai tersangka,"" kata Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Rabu 22 November 2023.",https://www.viva.co.id/berita/nasional/1660271-firli-bahuri-ditetapkan-tersangka-eks-pegawai-kpk-alhamdulillah?page=all,kriminal
"Tutupi Wajah Seperti Ninja, Caleg PKB Ngamuk Serang Kompetitor di Pasuruan","Pasuruan – Seorang Caleg muda PKB Kabupaten Pasuruan bernama Tri Wahyudi menyelinap ke kediaman sesama Caleg PKB, A Wasik Rahman Hamzah. Tri menyelinap berpakaian bak ninja melakukan penyerangan menggunakan tongkat besi ke keluarga A Wasik.
Tri Wahyudi adalah Caleg PKB Dapil 6, meliputi Kecamatan Sukorejo, Pandaan dan Prigen Kabupaten Pasuruan. Korban yang diserang juga Caleg satu dapil dengan Tri Wahyudi di Pileg 2024 mendatang.
Dalam rekaman CCTV rumah, keluarga A Wasik tampak menyerang balik menggunakan bangku murid mengaji dan peralatan menyapu untuk menghindari serangan ayunan tongkat besi yang dilakukan Tri Wahyudi.
Tri Wahyudi yang kemudian berhasil dilumpuhkan lalu dihajar dan diikat kemudian diserahkan ke Mapolsek Pandaan, Polres Pasuruan.
A Wasik Rahman Hamzah adalah Anggota DPRD Kabupaten Pasuruan Komisi 4. Dia mengatakan jika serangan ini terjadi pada pukul 20.00 WIB Selasa, 21 November 2023 kemarin. Awalnya pelaku bertamu ke rumahnya diterima langsung oleh istrinya di ruang tamu.
Saat itu A Wasik sedang kegiatan diluar dan istrinya yang tidak mengenal Tri Wahyudi pun memberitahukan kepada A Wasik kalau ada tamu.
Tak lama kemudian, Tri Wahyudi pamit ke toilet yang ada di luar dan kemudian tidak kembali ke ruang tamu. Sementara motornya tetap terparkir di halaman rumah yang jadi satu dengan lembaga pendidikan Al-Quran (TPQ).
""Saya yang datang sekitar pukul 22.00 WIB pun heran, ini motor siapa yang parkir. Saya tanya istri dan keluarga saya, semuanya tidak kenal. Akhirnya saya minta saudara saya menutup gerbang agar motornya tidak hilang dan saya masuk ke rumah untuk mandi,"" kata A Wasik pada Rabu, 22 November 2023 saat ditemui di rumahnya.
Belum sempat mandi terdengar suara gedoran pintu di lantai dua rumah, hingga membuat istrinya kaget. Wasik pun kemudian mengeceknya menggunakan senter ke lantai dua rumah.
""Di lantai dua tiba-tiba ada laki-laki (Tri Wahyudi) yang berpenutup wajah kayak ninja. Akhirnya senter-senteran, dia pakai kayak laser. Saya suruh turun. Tapi dia terus teriak sampai seluruh keluarga saya, kakak saya keluar dan mengira ada maling,"" ujar A Wasik.
Setelah itu, Wasik mengatakan Tri Wahyudi kabur ke ruangan kelas madrasah TPQ yang berdampingan dengan lantai dua rumahnya.
Wasik dan keluarnya pun kemudian mengejar dan terlibat aksi saling dorong pintu di ruangan kelas tempat persembunyian Tri Wahyudi. Lalu, Tri Wahyudi yang kalah dorongan, langsung menyerang menggunakan dua tongkat besi.
Para keluarga Wasik yang menggunakan alat seadanya pun berhasil menangkis, hingga membuat Tri Wahyudi kembali masuk ke dalam kelas. Kalah jumlah, Tri Wahyudi pun berhasil dilumpuhkan. Setelah itu barulah diketahui bahwa pelaku penyerangan adalah Tri Wahyudi yang sama-sama caleg dari PKB.
""Setelah dia diamankan ke Polsek, Orang tuanya Y (Tri Wahyudi) dipanggil, saya juga dipanggil untuk menyampaikan kronologi. Dalam pembicaraan kemarin dari orang tua ternyata mohon maaf si Y ini ada semacam depresi atau bagaimana gitu,"" tutur A Wasik.
Di satu sisi, Tri Wahyudi melalui media sosial pribadinya di Instagram mengungkapkan jika Wasik lah yang mengeroyoknya. ""Tetap stylish meskipun dikeroyok @bolomaswasik, di Sidomukti, Pandaan,"" tulis Tri Wahyudi dalam unggahan statusnya di akun Instagramnya.
Tri Wahyudi atau Yudi pun juga menyelipkan kata-kata aktivis Soe Hoek Gie. ""Lebih baik diasingkan dari pada menyerah pada kemunafikan,"" tulis Tri Wahyudi.
Namun, hingga sampai saat ini Tri Wahyudi belum bisa dihubungi untuk dikonfirmasi.",https://www.viva.co.id/berita/nasional/1660212-tutupi-wajah-seperti-ninja-caleg-pkb-ngamuk-serang-kompetitor-di-pasuruan?page=all,kriminal
"Rizky Billar Lelang Mobil Pertamanya Rp250 Juta Buat Palestina, Apa Istimewanya?",Konten tidak ditemukan.,https://www.100kpj.com/mobil/21064-rizky-billar-lelang-mobil-pertamanya-rp250-juta-buat-palestina-apa-istimewanya?page=all,kriminal
"Jepang Wajibkan Tes TBC Bagi Wisatawan dari 6 Negara, Ini Alasannya",Konten tidak ditemukan.,https://www.sahijab.com/update/8460-jepang-wajibkan-tes-tbc-bagi-wisatawan-dari-6-negara-ini-alasannya?page=all,kriminal
"Kontroversi Seunghan RIIZE Sebelum Hiatus, BLACKPINK Syok Dipuji Raja Charles III",Konten tidak ditemukan.,https://www.intipseleb.com/lokal/88900-kontroversi-seunghan-riize-sebelum-hiatus-blackpink-syok-dipuji-raja-charles-iii?page=all,kriminal
"Dangdut Populer: Potret Happy Asmara Waktu Masih SMA, Lesti Kejora Larang Billar Tinju",Konten tidak ditemukan.,https://jagodangdut.intipseleb.com/artikel/40157-dangdut-populer-potret-happy-asmara-waktu-masih-sma-lesti-kejora-larang-billar-tinju?page=all,kriminal
